Datetime#2019-02-14 02:01:39.276#$GTIMU,2040,324411.400,-0.0355,0.0498,0.0149,-0.0186,0.0003,0.9980,53.0*65
Datetime#2019-02-14 02:01:40.476#$GTIMU,2040,324412.600,0.0201,0.0996,-0.0099,-0.0085,-0.0009,0.9954,52.9*4F
Datetime#2019-02-14 02:01:41.676#$GTIMU,2040,324413.800,-0.0051,-0.2339,-0.0151,-0.0177,-0.0014,1.0017,52.9*49
Datetime#2019-02-14 02:01:42.926#$GTIMU,2040,324415.000,0.0404,-0.1144,-0.0349,-0.0258,-0.0017,0.9933,52.9*64
Datetime#2019-02-14 02:01:44.076#$GTIMU,2040,324416.200,-0.0455,0.2340,-0.0097,-0.0191,0.0005,0.9957,52.9*4E
Datetime#2019-02-14 02:01:45.276#$GTIMU,2040,324417.400,0.0303,-0.1144,-0.0398,-0.0156,-0.0015,0.9970,52.9*66
Datetime#2019-02-14 02:01:46.476#$GTIMU,2040,324418.600,0.0303,0.1046,-0.0297,-0.0101,-0.0013,0.9937,53.0*44
Datetime#2019-02-14 02:01:47.676#$GTIMU,2040,324419.800,0.0707,0.0549,-0.0298,-0.0163,-0.0024,1.0003,53.0*49
Datetime#2019-02-14 02:01:48.926#$GTIMU,2040,324421.000,0.0050,-0.2687,0.0097,-0.0197,0.0010,0.9978,52.9*65
Datetime#2019-02-14 02:01:50.076#$GTIMU,2040,324422.200,-0.0051,-0.1144,-0.0249,-0.0198,0.0022,0.9999,52.9*6E
Datetime#2019-02-14 02:01:51.276#$GTIMU,2040,324423.400,0.0101,-0.1443,-0.0101,-0.0133,-0.0004,0.9994,52.9*68
Datetime#2019-02-14 02:01:52.476#$GTIMU,2040,324424.600,-0.0151,-0.0348,-0.0298,-0.0230,-0.0039,0.9978,53.0*4F
Datetime#2019-02-14 02:01:53.676#$GTIMU,2040,324425.800,-0.0657,-0.0896,0.0049,-0.0214,-0.0002,0.9950,52.9*66
Datetime#2019-02-14 02:01:54.876#$GTIMU,2040,324427.000,-0.0102,0.0648,0.0000,-0.0136,0.0017,0.9952,52.9*6E
Datetime#2019-02-14 02:01:56.076#$GTIMU,2040,324428.200,0.0555,0.0051,-0.0100,-0.0196,-0.0006,0.9998,52.9*4B
Datetime#2019-02-14 02:01:57.276#$GTIMU,2040,324429.400,-0.0203,-0.0796,-0.0050,-0.0166,0.0004,0.9977,52.9*61
Datetime#2019-02-14 02:01:58.476#$GTIMU,2040,324430.600,-0.0758,-0.0647,-0.0198,-0.0193,0.0022,0.9960,52.9*60
Datetime#2019-02-14 02:01:59.676#$GTIMU,2040,324431.800,0.0101,0.0001,-0.0199,-0.0208,0.0012,0.9967,52.9*65
Datetime#2019-02-14 02:02:00.876#$GTIMU,2040,324433.000,0.0151,-0.0646,0.0098,-0.0186,-0.0040,0.9929,52.9*4A
Datetime#2019-02-14 02:02:02.076#$GTIMU,2040,324434.200,-0.0253,-0.1095,0.0049,-0.0271,-0.0013,0.9958,52.9*6D
Datetime#2019-02-14 02:02:03.276#$GTIMU,2040,324435.400,-0.0557,0.1195,0.0100,-0.0184,0.0017,0.9969,52.9*6B
Datetime#2019-02-14 02:02:04.476#$GTIMU,2040,324436.600,0.0252,0.0648,-0.0099,-0.0122,-0.0002,0.9982,52.9*4F
Datetime#2019-02-14 02:02:05.676#$GTIMU,2040,324437.800,0.0404,0.0200,-0.0348,-0.0234,0.0011,0.9998,52.9*62
Datetime#2019-02-14 02:02:06.876#$GTIMU,2040,324439.000,-0.0455,-0.0298,-0.0099,-0.0176,0.0012,0.9984,52.9*65
Datetime#2019-02-14 02:02:08.076#$GTIMU,2040,324440.200,-0.0354,0.1145,-0.0148,-0.0137,0.0021,0.9986,52.9*4A
Datetime#2019-02-14 02:02:09.276#$GTIMU,2040,324441.400,0.0354,-0.1691,-0.0299,-0.0161,-0.0002,1.0004,52.9*68
Datetime#2019-02-14 02:02:10.476#$GTIMU,2040,324442.600,-0.0506,0.0299,0.0100,-0.0231,0.0018,0.9994,52.9*63
Datetime#2019-02-14 02:02:11.676#$GTIMU,2040,324443.800,-0.0152,0.1544,-0.0197,-0.0177,0.0001,0.9940,52.9*4C
Datetime#2019-02-14 02:02:12.876#$GTIMU,2040,324445.000,-0.0607,0.0200,-0.0099,-0.0203,-0.0006,1.0027,52.9*66
Datetime#2019-02-14 02:02:14.076#$GTIMU,2040,324446.200,0.0253,0.0250,-0.0348,-0.0156,-0.0022,0.9977,52.9*44
Datetime#2019-02-14 02:02:15.276#$GTIMU,2040,324447.400,0.0151,0.0897,-0.0049,-0.0192,-0.0013,0.9950,52.9*4E
Datetime#2019-02-14 02:02:16.476#$GTIMU,2040,324448.600,-0.0304,0.0548,-0.0099,-0.0169,0.0043,0.9961,52.9*40
Datetime#2019-02-14 02:02:17.676#$GTIMU,2040,324449.800,-0.0050,-0.0149,-0.0397,-0.0158,0.0026,1.0022,52.9*6F
Datetime#2019-02-14 02:02:18.876#$GTIMU,2040,324451.000,0.0051,-0.0248,-0.0447,-0.0148,-0.0020,0.9971,52.9*67
Datetime#2019-02-14 02:02:20.076#$GTIMU,2040,324452.200,-0.0505,-0.1045,-0.0149,-0.0186,0.0002,0.9977,52.9*63
Datetime#2019-02-14 02:02:21.276#$GTIMU,2040,324453.400,-0.0152,0.0299,-0.0198,-0.0207,-0.0010,0.9992,52.9*6E
Datetime#2019-02-14 02:02:22.476#$GTIMU,2040,324454.600,0.0656,-0.0397,-0.0150,-0.0202,-0.0031,0.9980,52.9*66
Datetime#2019-02-14 02:02:23.676#$GTIMU,2040,324455.800,0.0858,0.0847,-0.0248,-0.0179,0.0011,0.9962,52.9*64
Datetime#2019-02-14 02:02:24.876#$GTIMU,2040,324457.000,-0.0152,-0.0696,-0.0249,-0.0165,0.0042,1.0020,52.9*62
Datetime#2019-02-14 02:02:26.076#$GTIMU,2040,324458.200,0.0050,0.0449,-0.0050,-0.0176,0.0032,1.0012,52.9*62
Datetime#2019-02-14 02:02:27.276#$GTIMU,2040,324459.400,0.0152,-0.0149,-0.0298,-0.0136,-0.0000,0.9950,52.9*67
Datetime#2019-02-14 02:02:28.476#$GTIMU,2040,324460.600,-0.0304,-0.2040,-0.0051,-0.0216,-0.0017,0.9971,52.9*4A
Datetime#2019-02-14 02:02:29.676#$GTIMU,2040,324461.800,-0.0101,-0.0696,-0.0199,-0.0192,0.0012,0.9965,52.9*6A
Datetime#2019-02-14 02:02:30.876#$GTIMU,2040,324463.000,0.0606,-0.0347,-0.0447,-0.0158,-0.0050,0.9960,52.9*6A
Datetime#2019-02-14 02:02:32.076#$GTIMU,2040,324464.200,-0.0152,0.0250,-0.0248,-0.0183,-0.0006,0.9967,52.9*65
Datetime#2019-02-14 02:02:33.276#$GTIMU,2040,324465.400,0.0606,-0.0596,-0.0200,-0.0186,-0.0014,0.9993,52.9*68
Datetime#2019-02-14 02:02:34.476#$GTIMU,2040,324466.600,0.0555,0.0150,-0.0199,-0.0208,-0.0017,1.0007,52.9*46
Datetime#2019-02-14 02:02:35.676#$GTIMU,2040,324467.800,-0.0001,-0.0746,0.0098,-0.0177,0.0010,0.9964,52.9*44
Datetime#2019-02-14 02:02:36.876#$GTIMU,2040,324469.000,0.0909,-0.0746,-0.0250,-0.0229,-0.0047,0.9996,52.9*6F
Datetime#2019-02-14 02:02:38.076#$GTIMU,2040,324470.200,-0.0455,-0.0099,-0.0149,-0.0274,-0.0031,0.9964,52.9*46
Datetime#2019-02-14 02:02:39.276#$GTIMU,2040,324471.400,-0.0303,0.0847,-0.0297,-0.0191,0.0018,0.9988,52.9*4F
Datetime#2019-02-14 02:02:40.476#$GTIMU,2040,324472.600,0.0151,-0.1343,-0.0249,-0.0162,-0.0011,1.0013,52.9*6D
Datetime#2019-02-14 02:02:41.676#$GTIMU,2040,324473.800,0.0555,-0.0099,-0.0199,-0.0159,-0.0011,0.9967,52.9*63
Datetime#2019-02-14 02:02:42.876#$GTIMU,2040,324475.000,0.0302,-0.1443,0.0147,-0.0202,-0.0005,0.9954,52.9*4D
Datetime#2019-02-14 02:02:44.076#$GTIMU,2040,324476.200,-0.0354,0.1096,-0.0049,-0.0207,0.0022,0.9974,52.9*4E
Datetime#2019-02-14 02:02:45.276#$GTIMU,2040,324477.400,0.0707,-0.1890,-0.0300,-0.0198,-0.0051,0.9984,52.9*68
Datetime#2019-02-14 02:02:46.476#$GTIMU,2040,324478.600,0.0655,0.0300,0.0247,-0.0173,-0.0043,0.9965,52.9*6B
Datetime#2019-02-14 02:02:47.676#$GTIMU,2040,324479.800,-0.0253,-0.1742,-0.0200,-0.0225,0.0003,0.9994,52.9*6C
Datetime#2019-02-14 02:02:48.876#$GTIMU,2040,324481.000,-0.0303,-0.0796,-0.0248,-0.0175,0.0025,0.9959,52.9*60
Datetime#2019-02-14 02:02:50.076#$GTIMU,2040,324482.200,0.0303,0.0001,-0.0298,-0.0150,-0.0001,1.0001,52.9*45
Datetime#2019-02-14 02:02:51.276#$GTIMU,2040,324483.400,-0.0152,-0.0796,-0.0001,-0.0173,-0.0016,0.9952,52.9*4F
Datetime#2019-02-14 02:02:52.476#$GTIMU,2040,324484.600,0.0251,0.0598,0.0149,-0.0147,-0.0024,0.9941,52.9*62
Datetime#2019-02-14 02:02:53.676#$GTIMU,2040,324485.800,-0.0253,0.0150,0.0050,-0.0194,-0.0003,0.9933,52.9*45
Datetime#2019-02-14 02:02:54.876#$GTIMU,2040,324487.000,0.0454,0.0847,0.0099,-0.0177,-0.0024,1.0000,52.9*60
Datetime#2019-02-14 02:02:56.076#$GTIMU,2040,324488.200,0.0050,-0.1493,-0.0051,-0.0197,-0.0005,1.0042,52.9*66
Datetime#2019-02-14 02:02:57.276#$GTIMU,2040,324489.400,0.0050,-0.0298,-0.0149,-0.0181,0.0007,0.9981,52.9*43
Datetime#2019-02-14 02:02:58.476#$GTIMU,2040,324490.600,-0.0203,0.0100,-0.0099,-0.0189,-0.0006,0.9938,52.9*65
Datetime#2019-02-14 02:02:59.676#$GTIMU,2040,324491.800,-0.0303,-0.0497,-0.0248,-0.0203,-0.0014,0.9989,52.9*4B
Datetime#2019-02-14 02:03:00.876#$GTIMU,2040,324493.000,0.0505,-0.0795,-0.0150,-0.0203,-0.0038,0.9957,52.9*6A
Datetime#2019-02-14 02:03:02.076#$GTIMU,2040,324494.200,-0.0102,-0.1294,0.0048,-0.0203,0.0011,0.9981,52.9*4C
Datetime#2019-02-14 02:03:03.276#$GTIMU,2040,324495.400,-0.0051,0.0299,-0.0099,-0.0215,-0.0026,0.9972,52.9*6E
Datetime#2019-02-14 02:03:04.476#$GTIMU,2040,324496.600,-0.0052,-0.1343,0.0247,-0.0202,-0.0006,0.9949,52.9*66
Datetime#2019-02-14 02:03:05.676#$GTIMU,2040,324497.800,0.0151,0.1295,-0.0148,-0.0164,-0.0026,0.9997,52.9*42
Datetime#2019-02-14 02:03:06.876#$GTIMU,2040,324499.000,0.0303,-0.0596,-0.0150,-0.0175,-0.0018,0.9949,52.9*6E
Datetime#2019-02-14 02:03:08.076#$GTIMU,2040,324500.200,-0.0204,0.0399,0.0397,-0.0222,0.0013,0.9972,52.9*69
Datetime#2019-02-14 02:03:09.276#$GTIMU,2040,324501.400,0.0100,-0.1244,0.0048,-0.0179,0.0006,0.9995,52.9*68
Datetime#2019-02-14 02:03:10.476#$GTIMU,2040,324502.600,-0.0557,0.1742,0.0299,-0.0054,0.0017,0.9945,52.9*61
Datetime#2019-02-14 02:03:11.676#$GTIMU,2040,324503.800,0.0808,0.1445,-0.0248,-0.0146,-0.0051,0.9969,52.9*42
Datetime#2019-02-14 02:03:12.876#$GTIMU,2040,324505.000,0.0150,0.0996,0.0298,-0.0173,-0.0039,0.9986,52.9*63
Datetime#2019-02-14 02:03:14.076#$GTIMU,2040,324506.200,-0.0002,-0.1294,0.0396,-0.0180,-0.0001,0.9933,52.9*6A
Datetime#2019-02-14 02:03:15.276#$GTIMU,2040,324507.400,-0.0304,0.1046,0.0150,-0.0126,0.0041,0.9995,52.9*69
Datetime#2019-02-14 02:03:16.476#$GTIMU,2040,324508.600,0.0252,0.3137,-0.0048,-0.0161,-0.0003,1.0004,52.9*4A
