Datetime#2019-01-24 15:06:57.114#$GPFPD,2037,371473.000,61.800,-0.078,0.338,20.5165808,113.8632903,40.59,-0.033,0.098,0.119,5.377,16,16,04*7D
Datetime#2019-01-24 15:06:58.113#$GPFPD,2037,371474.000,61.861,-0.114,0.367,20.5165816,113.8632896,40.68,-0.082,0.092,0.031,5.379,16,16,04*79
Datetime#2019-01-24 15:06:59.610#$GPFPD,2037,371475.000,61.908,-0.081,0.367,20.5165823,113.8632888,40.65,-0.101,0.062,-0.069,5.380,16,16,04*5C
Datetime#2019-01-24 15:07:01.610#$GPFPD,2037,371477.000,61.923,0.100,0.301,20.5165827,113.8632872,40.41,-0.030,-0.002,-0.116,5.378,16,16,04*53
Datetime#2019-01-24 15:07:03.113#$GPFPD,2037,371479.000,61.880,0.131,0.283,20.5165827,113.8632872,40.34,0.041,0.012,0.049,5.377,16,16,04*70
Datetime#2019-01-24 15:07:04.113#$GPFPD,2037,371480.000,61.877,0.053,0.312,20.5165829,113.8632877,40.41,0.035,0.041,0.114,5.374,16,16,04*74
Datetime#2019-01-24 15:07:05.113#$GPFPD,2037,371481.000,61.893,-0.042,0.349,20.5165832,113.8632880,40.53,-0.001,0.056,0.120,5.378,16,16,04*7A
Datetime#2019-01-24 15:07:06.114#$GPFPD,2037,371482.000,61.920,-0.104,0.375,20.5165837,113.8632879,40.61,-0.045,0.057,0.069,5.380,16,16,04*74
Datetime#2019-01-24 15:07:07.610#$GPFPD,2037,371483.000,61.941,-0.106,0.378,20.5165841,113.8632874,40.65,-0.069,0.046,-0.012,5.378,16,16,04*5D
Datetime#2019-01-24 15:07:08.610#$GPFPD,2037,371484.000,61.944,-0.048,0.354,20.5165846,113.8632866,40.60,-0.064,0.034,-0.085,5.378,16,16,04*5D
Datetime#2019-01-24 15:07:10.113#$GPFPD,2037,371486.000,61.893,0.104,0.260,20.5165849,113.8632856,40.36,0.012,0.008,-0.079,5.376,16,16,04*57
Datetime#2019-01-24 15:07:11.113#$GPFPD,2037,371487.000,61.859,0.114,0.229,20.5165851,113.8632857,40.33,0.050,0.015,-0.004,5.376,16,16,04*51
Datetime#2019-01-24 15:07:12.113#$GPFPD,2037,371488.000,61.839,0.065,0.231,20.5165853,113.8632863,40.37,0.056,0.028,0.061,5.376,16,16,04*71
Datetime#2019-01-24 15:07:13.113#$GPFPD,2037,371489.000,61.834,-0.006,0.261,20.5165855,113.8632868,40.44,0.025,0.038,0.082,5.378,16,16,04*5F
Datetime#2019-01-24 15:07:14.113#$GPFPD,2037,371490.000,61.828,-0.057,0.297,20.5165857,113.8632871,40.51,-0.011,0.035,0.059,5.379,16,16,04*79
Datetime#2019-01-24 15:07:15.113#$GPFPD,2037,371491.000,61.805,-0.063,0.317,20.5165859,113.8632869,40.54,-0.033,0.021,0.007,5.377,16,16,04*7B
Datetime#2019-01-24 15:07:16.610#$GPFPD,2037,371492.000,61.774,-0.023,0.316,20.5165858,113.8632866,40.53,-0.037,0.014,-0.040,5.379,16,16,04*5F
Datetime#2019-01-24 15:07:18.113#$GPFPD,2037,371494.000,61.745,0.080,0.297,20.5165861,113.8632860,40.42,0.003,0.026,-0.040,5.377,16,16,04*5E
Datetime#2019-01-24 15:07:19.113#$GPFPD,2037,371495.000,61.730,0.085,0.283,20.5165863,113.8632861,40.40,0.028,0.028,-0.004,5.375,16,16,04*59
Datetime#2019-01-24 15:07:20.112#$GPFPD,2037,371496.000,61.707,0.051,0.270,20.5165865,113.8632864,40.42,0.037,0.036,0.028,5.375,16,16,04*78
Datetime#2019-01-24 15:07:21.113#$GPFPD,2037,371497.000,61.688,-0.001,0.258,20.5165870,113.8632866,40.46,0.030,0.050,0.037,5.376,16,16,04*55
Datetime#2019-01-24 15:07:22.113#$GPFPD,2037,371498.000,61.684,-0.042,0.249,20.5165875,113.8632870,40.49,0.013,0.055,0.022,5.376,16,16,04*5C
Datetime#2019-01-24 15:07:23.610#$GPFPD,2037,371499.000,61.689,-0.050,0.241,20.5165879,113.8632870,40.50,-0.013,0.054,-0.004,5.375,16,16,04*59
Datetime#2019-01-24 15:07:24.610#$GPFPD,2037,371500.000,61.689,-0.020,0.234,20.5165883,113.8632867,40.50,-0.042,0.051,-0.027,5.376,16,16,04*5D
Datetime#2019-01-24 15:07:26.112#$GPFPD,2037,371502.000,61.664,0.089,0.221,20.5165889,113.8632857,40.44,-0.046,0.046,-0.020,5.376,16,16,04*7F
Datetime#2019-01-24 15:07:27.113#$GPFPD,2037,371503.000,61.655,0.105,0.221,20.5165894,113.8632854,40.46,-0.006,0.058,0.017,5.378,16,16,04*58
Datetime#2019-01-24 15:07:28.113#$GPFPD,2037,371504.000,61.664,0.068,0.236,20.5165900,113.8632857,40.49,0.037,0.067,0.045,5.375,16,16,04*78
Datetime#2019-01-24 15:07:29.113#$GPFPD,2037,371505.000,61.689,-0.002,0.274,20.5165904,113.8632863,40.53,0.059,0.057,0.039,5.376,16,16,04*56
Datetime#2019-01-24 15:07:30.113#$GPFPD,2037,371506.000,61.721,-0.068,0.324,20.5165909,113.8632871,40.54,0.052,0.047,-0.001,5.379,16,16,04*74
Datetime#2019-01-24 15:07:31.113#$GPFPD,2037,371507.000,61.754,-0.092,0.369,20.5165912,113.8632875,40.51,0.010,0.047,-0.050,5.379,16,16,04*72
Datetime#2019-01-24 15:07:32.610#$GPFPD,2037,371508.000,61.783,-0.061,0.376,20.5165917,113.8632873,40.44,-0.046,0.060,-0.078,5.377,16,16,04*5D
Datetime#2019-01-24 15:07:34.112#$GPFPD,2037,371510.000,61.798,0.090,0.232,20.5165931,113.8632858,40.34,-0.074,0.103,-0.019,5.377,16,16,04*74
Datetime#2019-01-24 15:07:35.112#$GPFPD,2037,371511.000,61.802,0.132,0.145,20.5165943,113.8632852,40.40,-0.040,0.128,0.048,5.381,16,16,04*51
Datetime#2019-01-24 15:07:36.113#$GPFPD,2037,371512.000,61.828,0.115,0.103,20.5165953,113.8632850,40.49,-0.003,0.132,0.093,5.377,16,16,04*54
Datetime#2019-01-24 15:07:37.112#$GPFPD,2037,371513.000,61.876,0.050,0.124,20.5165962,113.8632853,40.58,0.020,0.118,0.088,5.379,16,16,04*7A
Datetime#2019-01-24 15:07:38.112#$GPFPD,2037,371514.000,61.937,-0.029,0.189,20.5165970,113.8632857,40.64,0.024,0.092,0.038,5.377,16,16,04*57
Datetime#2019-01-24 15:07:39.113#$GPFPD,2037,371515.000,61.999,-0.085,0.265,20.5165977,113.8632859,40.65,0.007,0.071,-0.034,5.376,16,16,04*71
Datetime#2019-01-24 15:07:40.610#$GPFPD,2037,371516.000,62.052,-0.095,0.322,20.5165982,113.8632859,40.61,-0.020,0.054,-0.095,5.378,16,16,04*58
Datetime#2019-01-24 15:07:41.610#$GPFPD,2037,371517.000,62.091,-0.056,0.347,20.5165986,113.8632858,40.50,-0.043,0.049,-0.120,5.379,16,16,04*5A
Datetime#2019-01-24 15:07:43.112#$GPFPD,2037,371519.000,62.146,0.092,0.340,20.5165994,113.8632847,40.32,-0.060,0.076,-0.031,5.376,16,16,04*77
Datetime#2019-01-24 15:07:44.112#$GPFPD,2037,371520.000,62.181,0.132,0.323,20.5166001,113.8632843,40.32,-0.039,0.112,0.051,5.376,16,16,04*5E
Datetime#2019-01-24 15:07:45.112#$GPFPD,2037,371521.000,62.233,0.116,0.297,20.5166011,113.8632841,40.43,-0.011,0.139,0.114,5.379,16,16,04*54
Datetime#2019-01-24 15:07:46.111#$GPFPD,2037,371522.000,62.300,0.051,0.268,20.5166025,113.8632842,40.56,0.001,0.144,0.121,5.375,16,16,04*78
Datetime#2019-01-24 15:07:47.112#$GPFPD,2037,371523.000,62.368,-0.030,0.247,20.5166040,113.8632843,40.67,-0.015,0.129,0.070,5.377,16,16,04*74
Datetime#2019-01-24 15:07:48.610#$GPFPD,2037,371524.000,62.428,-0.084,0.238,20.5166051,113.8632842,40.71,-0.045,0.101,-0.008,5.378,16,16,04*53
Datetime#2019-01-24 15:07:49.610#$GPFPD,2037,371525.000,62.477,-0.089,0.244,20.5166060,113.8632837,40.68,-0.068,0.081,-0.076,5.377,16,16,04*56
Datetime#2019-01-24 15:07:50.610#$GPFPD,2037,371526.000,62.525,-0.049,0.255,20.5166067,113.8632831,40.57,-0.073,0.082,-0.109,5.378,16,16,04*5D
Datetime#2019-01-24 15:07:52.111#$GPFPD,2037,371528.000,62.614,0.078,0.271,20.5166081,113.8632820,40.41,-0.047,0.084,-0.051,5.376,16,16,04*77
Datetime#2019-01-24 15:07:53.111#$GPFPD,2037,371529.000,62.647,0.113,0.276,20.5166088,113.8632814,40.40,-0.040,0.092,0.009,5.379,16,16,04*5B
Datetime#2019-01-24 15:07:54.111#$GPFPD,2037,371530.000,62.684,0.106,0.293,20.5166094,113.8632815,40.45,-0.030,0.104,0.063,5.376,16,16,04*50
Datetime#2019-01-24 15:07:55.111#$GPFPD,2037,371531.000,62.730,0.059,0.324,20.5166101,113.8632815,40.52,-0.020,0.109,0.088,5.378,16,16,04*55
Datetime#2019-01-24 15:07:56.111#$GPFPD,2037,371532.000,62.782,-0.009,0.353,20.5166108,113.8632817,40.62,-0.012,0.101,0.080,5.378,16,16,04*7E
Datetime#2019-01-24 15:07:57.112#$GPFPD,2037,371533.000,62.830,-0.069,0.360,20.5166118,113.8632816,40.69,-0.019,0.087,0.036,5.380,16,16,04*7A
Datetime#2019-01-24 15:07:58.610#$GPFPD,2037,371534.000,62.862,-0.090,0.345,20.5166123,113.8632814,40.69,-0.044,0.062,-0.026,5.380,16,16,04*5E
Datetime#2019-01-24 15:07:59.610#$GPFPD,2037,371535.000,62.883,-0.059,0.320,20.5166129,113.8632809,40.63,-0.076,0.051,-0.079,5.379,16,16,04*57
Datetime#2019-01-24 15:08:01.111#$GPFPD,2037,371537.000,62.926,0.078,0.314,20.5166140,113.8632791,40.44,-0.070,0.077,-0.059,5.378,16,16,04*77
Datetime#2019-01-24 15:08:02.111#$GPFPD,2037,371538.000,62.953,0.106,0.325,20.5166146,113.8632785,40.41,-0.038,0.092,0.005,5.378,16,16,04*55
Datetime#2019-01-24 15:08:03.111#$GPFPD,2037,371539.000,62.980,0.084,0.319,20.5166154,113.8632784,40.43,-0.014,0.089,0.055,5.377,16,16,04*50
Datetime#2019-01-24 15:08:04.111#$GPFPD,2037,371540.000,62.999,0.030,0.294,20.5166162,113.8632785,40.50,-0.007,0.069,0.069,5.378,16,16,04*57
Datetime#2019-01-24 15:08:05.111#$GPFPD,2037,371541.000,63.007,-0.023,0.268,20.5166167,113.8632786,40.57,-0.018,0.043,0.044,5.378,16,16,04*7D
Datetime#2019-01-24 15:08:06.610#$GPFPD,2037,371542.000,63.013,-0.049,0.259,20.5166172,113.8632784,40.58,-0.038,0.026,-0.002,5.379,16,16,04*53
Datetime#2019-01-24 15:08:07.610#$GPFPD,2037,371543.000,63.009,-0.037,0.269,20.5166174,113.8632779,40.55,-0.060,0.016,-0.042,5.380,16,16,04*56
Datetime#2019-01-24 15:08:09.111#$GPFPD,2037,371545.000,62.982,0.047,0.300,20.5166178,113.8632767,40.42,-0.069,0.051,-0.040,5.377,16,16,04*7A
Datetime#2019-01-24 15:08:10.111#$GPFPD,2037,371546.000,62.983,0.072,0.311,20.5166185,113.8632761,40.39,-0.053,0.078,-0.000,5.379,16,16,04*7E
Datetime#2019-01-24 15:08:11.111#$GPFPD,2037,371547.000,62.996,0.062,0.324,20.5166192,113.8632758,40.39,-0.027,0.078,0.036,5.378,16,16,04*5A
Datetime#2019-01-24 15:08:12.111#$GPFPD,2037,371548.000,63.009,0.024,0.337,20.5166199,113.8632756,40.44,-0.012,0.049,0.048,5.381,16,16,04*5F
Datetime#2019-01-24 15:08:13.111#$GPFPD,2037,371549.000,63.008,-0.018,0.346,20.5166201,113.8632756,40.47,-0.011,0.011,0.027,5.383,16,16,04*7F
Datetime#2019-01-24 15:08:14.610#$GPFPD,2037,371550.000,62.993,-0.043,0.344,20.5166202,113.8632754,40.48,-0.025,-0.006,-0.012,5.381,16,16,04*7A
Datetime#2019-01-24 15:08:15.610#$GPFPD,2037,371551.000,62.973,-0.038,0.330,20.5166201,113.8632752,40.45,-0.037,-0.002,-0.044,5.380,16,16,04*77
Datetime#2019-01-24 15:08:16.610#$GPFPD,2037,371552.000,62.951,-0.010,0.302,20.5166202,113.8632748,40.40,-0.044,0.014,-0.052,5.378,16,16,04*5C
Datetime#2019-01-24 15:08:18.111#$GPFPD,2037,371554.000,62.921,0.059,0.233,20.5166209,113.8632739,40.32,-0.049,0.061,-0.011,5.378,16,16,04*7E
Datetime#2019-01-24 15:08:19.111#$GPFPD,2037,371555.000,62.916,0.071,0.210,20.5166215,113.8632734,40.31,-0.045,0.071,0.019,5.379,16,16,04*5A
Datetime#2019-01-24 15:08:20.111#$GPFPD,2037,371556.000,62.913,0.062,0.200,20.5166223,113.8632729,40.35,-0.043,0.060,0.040,5.382,16,16,04*5C
Datetime#2019-01-24 15:08:21.111#$GPFPD,2037,371557.000,62.908,0.039,0.202,20.5166228,113.8632725,40.40,-0.044,0.035,0.036,5.383,16,16,04*59
Datetime#2019-01-24 15:08:22.111#$GPFPD,2037,371558.000,62.902,0.018,0.221,20.5166231,113.8632722,40.43,-0.047,0.011,0.013,5.378,16,16,04*54
Datetime#2019-01-24 15:08:23.610#$GPFPD,2037,371559.000,62.896,0.008,0.256,20.5166231,113.8632718,40.41,-0.045,-0.002,-0.016,5.382,16,16,04*53
Datetime#2019-01-24 15:08:24.610#$GPFPD,2037,371560.000,62.889,0.005,0.297,20.5166231,113.8632715,40.37,-0.032,-0.001,-0.029,5.381,16,16,04*57
Datetime#2019-01-24 15:08:25.610#$GPFPD,2037,371561.000,62.882,-0.000,0.334,20.5166231,113.8632713,40.33,-0.013,0.013,-0.021,5.381,16,16,04*5A
Datetime#2019-01-24 15:08:26.610#$GPFPD,2037,371562.000,62.883,-0.014,0.354,20.5166234,113.8632713,40.30,-0.005,0.040,-0.000,5.381,16,16,04*5F
